,longitude,latitude,month,hour,day,local_authority_(district),1st_road_class,1st_road_number,speed_limit,accident,weather_conditions,junction_detail
419,-0.149593,51.132387,4,2,27,205,3,2011,70,0,1,0
420,-4.408817,51.843285,6,23,19,751,3,40,60,1,1,0
421,-4.408817,51.843285,11,12,23,787,3,40,60,0,1,0
422,-4.408817,51.843285,6,2,16,327,3,40,60,0,1,0
423,-4.408817,51.843285,6,14,19,485,3,40,60,0,1,0
424,-1.094648,50.78792,7,12,22,498,6,0,30,1,1,3
425,-1.094648,50.78792,10,9,18,925,6,0,30,0,1,3
426,-1.094648,50.78792,8,22,21,255,6,0,30,0,1,3
427,-1.094648,50.78792,5,3,17,733,6,0,30,0,1,3
428,-0.875431,52.767556,11,6,28,365,3,607,30,1,8,3
429,-0.875431,52.767556,12,6,10,4,3,607,30,0,8,3
430,-0.875431,52.767556,6,11,9,463,3,607,30,0,8,3
431,-0.875431,52.767556,3,2,14,887,3,607,30,0,8,3
432,-3.026691,51.099602,5,17,25,607,6,0,60,1,1,0
433,-3.026691,51.099602,5,23,1,8,6,0,60,0,1,0
434,-3.026691,51.099602,9,2,21,400,6,0,60,0,1,0
435,-3.026691,51.099602,9,17,27,15,6,0,60,0,1,0
436,-1.046073,50.866004,2,16,26,495,3,3,30,1,2,1
437,-1.046073,50.866004,3,16,21,433,3,3,30,0,2,1
438,-1.046073,50.866004,9,5,19,715,3,3,30,0,2,1
439,-1.046073,50.866004,1,18,7,856,3,3,30,0,2,1
440,0.015742,51.628039,4,18,25,13,6,0,30,1,1,0
441,0.015742,51.628039,3,14,26,623,6,0,30,0,1,0
442,0.015742,51.628039,10,12,22,217,6,0,30,0,1,0
443,0.015742,51.628039,1,7,11,266,6,0,30,0,1,0
444,-0.247148,51.472285,4,14,19,24,4,349,30,1,1,3
445,-0.247148,51.472285,3,8,24,707,4,349,30,0,1,3
446,-0.247148,51.472285,12,5,13,424,4,349,30,0,1,3
447,-0.247148,51.472285,9,7,21,282,4,349,30,0,1,3
448,-3.794868,53.079048,6,8,23,721,3,470,60,1,1,0
449,-3.794868,53.079048,1,8,28,827,3,470,60,0,1,0
450,-3.794868,53.079048,3,16,20,476,3,470,60,0,1,0
451,-3.794868,53.079048,4,5,6,735,3,470,60,0,1,0
452,-2.24246,51.861692,11,14,13,623,6,27,30,1,1,3
453,-2.24246,51.861692,5,13,18,823,6,27,30,0,1,3
454,-2.24246,51.861692,1,0,2,430,6,27,30,0,1,3
455,-2.24246,51.861692,1,1,24,213,6,27,30,0,1,3
456,-2.994223,51.131941,6,15,29,607,6,0,30,1,1,0
457,-2.994223,51.131941,2,2,7,251,6,0,30,0,1,0
458,-2.994223,51.131941,11,1,21,365,6,0,30,0,1,0
459,-2.994223,51.131941,12,18,26,512,6,0,30,0,1,0
460,-2.387291,53.200579,7,13,19,129,1,6,70,1,1,0
461,-2.387291,53.200579,4,19,27,9,1,6,70,0,1,0
462,-2.387291,53.200579,6,17,23,853,1,6,70,0,1,0
463,-2.387291,53.200579,5,22,27,891,1,6,70,0,1,0
464,-0.094373,51.541392,5,18,20,3,3,104,20,1,1,3
465,-0.094373,51.541392,5,14,14,42,3,104,20,0,1,3
466,-0.094373,51.541392,5,6,22,582,3,104,20,0,1,3
467,-0.094373,51.541392,7,6,13,660,3,104,20,0,1,3
468,-1.025211,52.887277,12,19,18,347,3,46,70,1,1,0
469,-1.025211,52.887277,8,0,21,310,3,46,70,0,1,0
470,-1.025211,52.887277,1,2,5,405,3,46,70,0,1,0
471,-1.025211,52.887277,4,0,21,824,3,46,70,0,1,0
472,-0.382836,51.499323,2,16,25,27,5,0,30,1,1,8
473,-0.382836,51.499323,7,6,1,799,5,0,30,0,1,8
474,-0.382836,51.499323,12,0,24,65,5,0,30,0,1,8
475,-0.382836,51.499323,4,4,18,350,5,0,30,0,1,8
476,-1.34307,53.112961,1,10,18,321,6,0,40,1,1,0
477,-1.34307,53.112961,10,0,9,675,6,0,40,0,1,0
478,-1.34307,53.112961,6,3,20,71,6,0,40,0,1,0
479,-1.34307,53.112961,2,8,2,599,6,0,40,0,1,0
480,-2.136832,52.659985,8,15,17,254,5,259,30,1,1,8
481,-2.136832,52.659985,2,3,22,521,5,259,30,0,1,8
482,-2.136832,52.659985,7,7,13,309,5,259,30,0,1,8
483,-2.136832,52.659985,5,7,9,219,5,259,30,0,1,8
484,-2.31527,53.552373,1,9,20,101,5,0,30,1,8,0
485,-2.31527,53.552373,11,11,18,709,5,0,30,0,8,0
486,-2.31527,53.552373,4,12,8,806,5,0,30,0,8,0
487,-2.31527,53.552373,9,23,15,396,5,0,30,0,8,0
488,-3.021821,53.648052,4,13,20,93,6,0,50,1,1,0
489,-3.021821,53.648052,5,1,6,188,6,0,50,0,1,0
490,-3.021821,53.648052,8,0,7,745,6,0,50,0,1,0
491,-3.021821,53.648052,5,0,23,844,6,0,50,0,1,0
492,-2.139507,53.25977,3,18,15,129,3,537,30,1,1,0
493,-2.139507,53.25977,11,3,4,20,3,537,30,0,1,0
494,-2.139507,53.25977,4,14,13,286,3,537,30,0,1,0
495,-2.139507,53.25977,5,21,10,413,3,537,30,0,1,0
496,-2.717755,53.797544,6,15,23,79,6,0,20,1,1,0
497,-2.717755,53.797544,7,3,11,399,6,0,20,0,1,0
498,-2.717755,53.797544,12,11,10,460,6,0,20,0,1,0
499,-2.717755,53.797544,12,12,7,302,6,0,20,0,1,0
500,-0.272024,52.69895,4,13,17,355,3,1175,60,1,1,0
501,-0.272024,52.69895,4,5,1,845,3,1175,60,0,1,0
502,-0.272024,52.69895,5,20,5,558,3,1175,60,0,1,0
503,-0.272024,52.69895,1,4,25,415,3,1175,60,0,1,0
504,-2.683139,53.65726,11,23,14,73,3,581,40,1,2,0
505,-2.683139,53.65726,2,12,19,937,3,581,40,0,2,0
506,-2.683139,53.65726,3,11,16,664,3,581,40,0,2,0
507,-2.683139,53.65726,8,17,13,704,3,581,40,0,2,0
508,-1.493534,50.997187,6,14,26,501,6,0,30,1,1,3
509,-1.493534,50.997187,12,0,14,422,6,0,30,0,1,3
510,-1.493534,50.997187,11,8,10,920,6,0,30,0,1,3
511,-1.493534,50.997187,8,16,3,555,6,0,30,0,1,3
512,-0.097002,51.49908,1,10,19,8,3,3,30,1,1,6
513,-0.097002,51.49908,11,1,9,104,3,3,30,0,1,6
514,-0.097002,51.49908,2,5,21,127,3,3,30,0,1,6
515,-0.097002,51.49908,7,3,25,379,3,3,30,0,1,6
516,-4.214007,55.866318,10,14,31,926,6,0,30,1,1,5
517,-4.214007,55.866318,12,16,12,10,6,0,30,0,1,5
518,-4.214007,55.866318,12,14,7,533,6,0,30,0,1,5
519,-4.214007,55.866318,6,1,7,380,6,0,30,0,1,5
520,-0.531832,52.144438,11,16,16,420,6,49,30,1,1,3
521,-0.531832,52.144438,8,6,10,26,6,49,30,0,1,3
522,-0.531832,52.144438,3,14,20,915,6,49,30,0,1,3
523,-0.531832,52.144438,4,4,25,678,6,49,30,0,1,3
524,-1.345357,54.587419,7,22,18,245,6,0,30,1,1,0
525,-1.345357,54.587419,2,2,1,482,6,0,30,0,1,0
526,-1.345357,54.587419,4,21,14,839,6,0,30,0,1,0
527,-1.345357,54.587419,10,15,26,632,6,0,30,0,1,0
528,-4.626441,55.344302,5,8,23,937,4,7045,60,1,1,0
529,-4.626441,55.344302,9,10,23,613,4,7045,60,0,1,0
530,-4.626441,55.344302,7,11,18,322,4,7045,60,0,1,0
531,-4.626441,55.344302,6,15,25,759,4,7045,60,0,1,0
532,1.371493,51.368711,1,21,24,541,5,229,60,1,9,3
533,1.371493,51.368711,8,7,9,384,5,229,60,0,9,3
534,1.371493,51.368711,7,8,15,606,5,229,60,0,9,3
535,1.371493,51.368711,8,8,10,331,5,229,60,0,9,3
536,-1.781265,53.801732,6,19,17,200,3,6177,30,1,1,0
537,-1.781265,53.801732,9,12,20,551,3,6177,30,0,1,0
538,-1.781265,53.801732,1,0,28,829,3,6177,30,0,1,0
539,-1.781265,53.801732,2,4,1,124,3,6177,30,0,1,0
540,-1.761404,53.893039,12,17,28,200,6,0,50,1,1,0
541,-1.761404,53.893039,6,14,10,417,6,0,50,0,1,0
542,-1.761404,53.893039,3,1,6,400,6,0,50,0,1,0
543,-1.761404,53.893039,10,12,18,347,6,0,50,0,1,0
544,-3.938657,56.112731,1,12,30,939,4,8051,30,1,1,0
545,-3.938657,56.112731,12,9,22,303,4,8051,30,0,1,0
546,-3.938657,56.112731,1,10,15,20,4,8051,30,0,1,0
547,-3.938657,56.112731,2,22,11,49,4,8051,30,0,1,0
548,0.275984,51.191159,10,22,25,542,6,4208,30,1,1,3
549,0.275984,51.191159,12,4,4,411,6,4208,30,0,1,3
550,0.275984,51.191159,2,18,13,221,6,4208,30,0,1,3
551,0.275984,51.191159,7,15,4,368,6,4208,30,0,1,3
552,-0.761594,51.631617,10,20,30,480,6,4809,30,1,1,0
553,-0.761594,51.631617,6,23,20,762,6,4809,30,0,1,0
554,-0.761594,51.631617,6,12,25,886,6,4809,30,0,1,0
555,-0.761594,51.631617,4,22,7,264,6,4809,30,0,1,0
556,-1.77777,52.844709,10,20,29,251,3,515,60,1,1,7
557,-1.77777,52.844709,7,13,12,99,3,515,60,0,1,7
558,-1.77777,52.844709,10,5,27,515,3,515,60,0,1,7
559,-1.77777,52.844709,11,2,17,764,3,515,60,0,1,7
560,-1.50611,53.382121,11,13,20,215,5,702,30,1,5,3
561,-1.50611,53.382121,6,21,16,751,5,702,30,0,5,3
562,-1.50611,53.382121,11,9,1,191,5,702,30,0,5,3
563,-1.50611,53.382121,12,9,8,204,5,702,30,0,5,3
564,-1.972681,52.41729,12,11,18,300,6,0,30,1,1,8
565,-1.972681,52.41729,3,5,16,685,6,0,30,0,1,8
566,-1.972681,52.41729,7,22,1,464,6,0,30,0,1,8
567,-1.972681,52.41729,1,9,21,890,6,0,30,0,1,8
568,-0.33769,53.747184,10,14,17,228,6,0,30,1,1,3
569,-0.33769,53.747184,7,13,13,624,6,0,30,0,1,3
570,-0.33769,53.747184,10,6,17,45,6,0,30,0,1,3
571,-0.33769,53.747184,8,22,7,381,6,0,30,0,1,3
572,-0.154783,50.842357,7,21,20,565,6,0,20,1,2,3
573,-0.154783,50.842357,5,5,7,884,6,0,20,0,2,3
574,-0.154783,50.842357,2,18,9,872,6,0,20,0,2,3
575,-0.154783,50.842357,12,7,3,181,6,0,20,0,2,3
576,0.285093,51.449989,8,1,24,532,3,226,40,1,1,7
577,0.285093,51.449989,8,4,8,53,3,226,40,0,1,7
578,0.285093,51.449989,5,15,15,658,3,226,40,0,1,7
579,0.285093,51.449989,8,9,8,320,3,226,40,0,1,7
580,-1.220797,52.927879,4,15,28,342,6,0,30,1,1,0
581,-1.220797,52.927879,1,20,27,832,6,0,30,0,1,0
582,-1.220797,52.927879,4,17,22,250,6,0,30,0,1,0
583,-1.220797,52.927879,9,4,23,539,6,0,30,0,1,0
584,-2.624757,53.669174,1,18,31,73,1,61,70,1,1,0
585,-2.624757,53.669174,1,4,28,408,1,61,70,0,1,0
586,-2.624757,53.669174,8,12,19,400,1,61,70,0,1,0
587,-2.624757,53.669174,11,12,4,25,1,61,70,0,1,0
588,-3.015787,55.949019,8,17,16,921,4,1348,60,1,1,0
589,-3.015787,55.949019,3,8,27,48,4,1348,60,0,1,0
590,-3.015787,55.949019,3,1,17,768,4,1348,60,0,1,0
591,-3.015787,55.949019,1,15,17,541,4,1348,60,0,1,0
592,-2.382442,52.66778,12,4,20,286,3,464,60,1,1,0
593,-2.382442,52.66778,6,6,7,865,3,464,60,0,1,0
594,-2.382442,52.66778,11,3,2,45,3,464,60,0,1,0
595,-2.382442,52.66778,9,19,1,326,3,464,60,0,1,0
596,-0.066106,51.531218,3,13,31,5,4,108,30,1,5,3
597,-0.066106,51.531218,6,13,1,94,4,108,30,0,5,3
598,-0.066106,51.531218,9,16,4,145,4,108,30,0,5,3
599,-0.066106,51.531218,3,7,9,268,4,108,30,0,5,3
600,-0.196692,51.495709,9,10,24,12,3,3220,30,1,1,3
601,-0.196692,51.495709,12,1,7,604,3,3220,30,0,1,3
602,-0.196692,51.495709,11,23,28,617,3,3220,30,0,1,3
603,-0.196692,51.495709,5,21,28,523,3,3220,30,0,1,3
604,-2.663774,53.090204,8,19,31,129,3,49,60,1,2,0
605,-2.663774,53.090204,9,23,25,136,3,49,60,0,2,0
606,-2.663774,53.090204,10,20,5,809,3,49,60,0,2,0
607,-2.663774,53.090204,2,20,19,329,3,49,60,0,2,0
608,-3.057685,53.52384,8,13,17,93,6,0,20,1,1,0
609,-3.057685,53.52384,7,17,10,470,6,0,20,0,1,0
610,-3.057685,53.52384,11,13,13,341,6,0,20,0,1,0
611,-3.057685,53.52384,2,18,6,100,6,0,20,0,1,0
612,-2.009606,51.445171,2,19,26,635,6,0,30,1,1,0
613,-2.009606,51.445171,9,19,12,740,6,0,30,0,1,0
614,-2.009606,51.445171,1,3,18,218,6,0,30,0,1,0
615,-2.009606,51.445171,2,18,1,165,6,0,30,0,1,0
616,-1.225815,54.572101,7,16,25,243,6,0,30,1,1,6
617,-1.225815,54.572101,6,16,6,746,6,0,30,0,1,6
618,-1.225815,54.572101,2,19,18,900,6,0,30,0,1,6
619,-1.225815,54.572101,8,3,3,800,6,0,30,0,1,6
620,-1.602609,55.00676,3,7,31,147,3,191,30,1,1,1
621,-1.602609,55.00676,3,1,15,75,3,191,30,0,1,1
622,-1.602609,55.00676,8,1,2,646,3,191,30,0,1,1
623,-1.602609,55.00676,3,18,22,817,3,191,30,0,1,1
624,1.234674,52.641089,10,15,20,404,3,1074,30,1,1,9
625,1.234674,52.641089,8,22,25,585,3,1074,30,0,1,9
626,1.234674,52.641089,7,8,12,187,3,1074,30,0,1,9
627,1.234674,52.641089,11,20,2,479,3,1074,30,0,1,9
628,0.08383,51.534135,1,15,31,16,3,123,30,1,1,2
629,0.08383,51.534135,3,3,1,929,3,123,30,0,1,2
630,0.08383,51.534135,12,4,10,820,3,123,30,0,1,2
631,0.08383,51.534135,3,13,5,226,3,123,30,0,1,2
632,-2.189372,52.491425,11,17,19,254,3,449,60,1,1,0
633,-2.189372,52.491425,2,4,16,768,3,449,60,0,1,0
634,-2.189372,52.491425,3,21,16,682,3,449,60,0,1,0
635,-2.189372,52.491425,4,19,24,221,3,449,60,0,1,0
636,-0.522537,51.276341,11,16,20,511,4,2215,70,1,1,0
637,-0.522537,51.276341,10,11,22,282,4,2215,70,0,1,0
638,-0.522537,51.276341,7,14,16,289,4,2215,70,0,1,0
639,-0.522537,51.276341,8,2,5,81,4,2215,70,0,1,0
640,-2.591521,51.464943,1,8,15,601,6,0,20,1,1,0
641,-2.591521,51.464943,2,22,23,231,6,0,20,0,1,0
642,-2.591521,51.464943,3,1,9,919,6,0,20,0,1,0
643,-2.591521,51.464943,6,7,14,160,6,0,20,0,1,0
644,-2.123189,52.477354,9,18,30,303,6,0,30,1,1,3
645,-2.123189,52.477354,3,2,13,759,6,0,30,0,1,3
646,-2.123189,52.477354,2,23,16,160,6,0,30,0,1,3
647,-2.123189,52.477354,7,12,17,25,6,0,30,0,1,3
648,-2.921746,51.364612,11,12,15,605,6,0,40,1,4,0
649,-2.921746,51.364612,4,23,17,91,6,0,40,0,4,0
650,-2.921746,51.364612,4,6,23,316,6,0,40,0,4,0
651,-2.921746,51.364612,5,17,10,763,6,0,40,0,4,0
652,-1.17692,52.962004,2,18,19,346,3,6130,30,1,2,3
653,-1.17692,52.962004,10,19,12,18,3,6130,30,0,2,3
654,-1.17692,52.962004,6,4,1,865,3,6130,30,0,2,3
655,-1.17692,52.962004,4,23,25,121,3,6130,30,0,2,3
656,-3.178291,55.941614,7,17,14,923,6,0,30,1,1,3
657,-3.178291,55.941614,9,21,16,391,6,0,30,0,1,3
658,-3.178291,55.941614,10,1,14,626,6,0,30,0,1,3
659,-3.178291,55.941614,11,8,10,238,6,0,30,0,1,3
660,0.536219,51.103152,3,13,17,543,3,229,60,1,1,3
661,0.536219,51.103152,7,15,17,891,3,229,60,0,1,3
662,0.536219,51.103152,6,7,4,500,3,229,60,0,1,3
663,0.536219,51.103152,1,11,28,76,3,229,60,0,1,3
664,-1.146116,53.47955,12,14,27,211,1,18,70,1,1,1
665,-1.146116,53.47955,2,16,2,740,1,18,70,0,1,1
666,-1.146116,53.47955,1,15,6,309,1,18,70,0,1,1
667,-1.146116,53.47955,11,20,18,511,1,18,70,0,1,1
668,-1.739545,54.981753,9,17,16,147,3,6085,30,1,1,3
669,-1.739545,54.981753,4,5,28,518,3,6085,30,0,1,3
670,-1.739545,54.981753,12,5,23,37,3,6085,30,0,1,3
671,-1.739545,54.981753,5,20,12,338,3,6085,30,0,1,3
672,-1.095031,52.648601,7,13,22,364,3,6030,30,1,2,3
673,-1.095031,52.648601,9,23,12,681,3,6030,30,0,2,3
674,-1.095031,52.648601,3,20,6,891,3,6030,30,0,2,3
675,-1.095031,52.648601,10,0,19,25,3,6030,30,0,2,3
676,-0.458975,51.522918,9,6,24,26,6,0,30,1,2,3
677,-0.458975,51.522918,10,20,4,96,6,0,30,0,2,3
678,-0.458975,51.522918,5,8,4,540,6,0,30,0,2,3
679,-0.458975,51.522918,4,13,12,178,6,0,30,0,2,3
680,-1.565675,52.256047,7,7,21,294,3,452,50,1,1,1
681,-1.565675,52.256047,5,14,23,794,3,452,50,0,1,1
682,-1.565675,52.256047,8,15,5,265,3,452,50,0,1,1
683,-1.565675,52.256047,12,18,13,759,3,452,50,0,1,1
684,-1.768895,53.803758,3,15,22,200,6,0,30,1,1,0
685,-1.768895,53.803758,8,7,10,734,6,0,30,0,1,0
686,-1.768895,53.803758,7,20,25,592,6,0,30,0,1,0
687,-1.768895,53.803758,6,13,7,47,6,0,30,0,1,0
688,-1.115659,52.903483,2,10,21,347,3,52,60,1,1,0
689,-1.115659,52.903483,11,7,9,561,3,52,60,0,1,0
690,-1.115659,52.903483,7,1,20,783,3,52,60,0,1,0
691,-1.115659,52.903483,2,15,14,588,3,52,60,0,1,0
692,1.729913,52.605533,10,10,22,402,4,1141,30,1,1,3
693,1.729913,52.605533,4,9,5,286,4,1141,30,0,1,3
694,1.729913,52.605533,10,15,11,747,4,1141,30,0,1,3
695,1.729913,52.605533,3,9,11,643,4,1141,30,0,1,3
696,-2.384191,53.778764,7,13,22,75,3,680,30,1,1,6
697,-2.384191,53.778764,3,18,16,104,3,680,30,0,1,6
698,-2.384191,53.778764,4,13,5,925,3,680,30,0,1,6
699,-2.384191,53.778764,1,11,11,30,3,680,30,0,1,6
700,-0.210371,51.802365,8,8,25,438,6,582,30,1,1,6
701,-0.210371,51.802365,8,8,26,79,6,582,30,0,1,6
702,-0.210371,51.802365,11,18,27,107,6,582,30,0,1,6
703,-0.210371,51.802365,12,10,23,772,6,582,30,0,1,6
704,0.024932,52.2567,6,15,19,395,3,14,70,1,1,9
705,0.024932,52.2567,3,4,8,595,3,14,70,0,1,9
706,0.024932,52.2567,12,2,6,669,3,14,70,0,1,9
707,0.024932,52.2567,2,18,26,931,3,14,70,0,1,9
708,-0.607171,52.301571,12,11,31,382,4,645,30,1,1,3
709,-0.607171,52.301571,11,21,1,278,4,645,30,0,1,3
710,-0.607171,52.301571,11,3,18,219,4,645,30,0,1,3
711,-0.607171,52.301571,4,7,14,527,4,645,30,0,1,3
712,-4.219642,55.858352,9,15,24,926,6,0,30,1,2,9
713,-4.219642,55.858352,11,2,1,878,6,0,30,0,2,9
714,-4.219642,55.858352,6,7,25,590,6,0,30,0,2,9
715,-4.219642,55.858352,6,5,23,604,6,0,30,0,2,9
716,-0.210119,51.469207,1,19,17,11,3,308,30,1,1,6
717,-0.210119,51.469207,11,12,13,561,3,308,30,0,1,6
718,-0.210119,51.469207,10,17,19,746,3,308,30,0,1,6
719,-0.210119,51.469207,12,19,1,408,3,308,30,0,1,6
720,-1.074908,53.781512,7,22,20,187,3,19,30,1,1,3
721,-1.074908,53.781512,9,23,2,194,3,19,30,0,1,3
722,-1.074908,53.781512,11,1,24,755,3,19,30,0,1,3
723,-1.074908,53.781512,10,1,19,319,3,19,30,0,1,3
724,0.315226,50.818129,4,7,14,556,6,0,30,1,1,1
725,0.315226,50.818129,12,18,15,79,6,0,30,0,1,1
726,0.315226,50.818129,2,8,17,743,6,0,30,0,1,1
727,0.315226,50.818129,12,1,26,762,6,0,30,0,1,1
728,-2.384503,53.497161,6,16,26,107,1,60,50,1,1,0
729,-2.384503,53.497161,3,2,23,618,1,60,50,0,1,0
730,-2.384503,53.497161,2,23,2,841,1,60,50,0,1,0
731,-2.384503,53.497161,8,11,22,377,1,60,50,0,1,0
732,-4.092273,55.849755,2,12,27,926,1,8,70,1,1,5
733,-4.092273,55.849755,1,14,13,353,1,8,70,0,1,5
734,-4.092273,55.849755,10,0,19,212,1,8,70,0,1,5
735,-4.092273,55.849755,8,9,1,922,1,8,70,0,1,5
736,-0.155875,51.496873,10,23,24,1,6,0,30,1,1,3
737,-0.155875,51.496873,1,9,21,844,6,0,30,0,1,3
738,-0.155875,51.496873,12,17,13,927,6,0,30,0,1,3
739,-0.155875,51.496873,1,10,12,250,6,0,30,0,1,3
740,-1.197612,52.995092,2,18,13,346,6,0,30,1,1,3
741,-1.197612,52.995092,5,22,3,531,6,0,30,0,1,3
742,-1.197612,52.995092,1,17,22,784,6,0,30,0,1,3
743,-1.197612,52.995092,12,22,5,160,6,0,30,0,1,3
744,-2.132378,53.51829,9,6,18,104,5,0,30,1,1,3
745,-2.132378,53.51829,11,0,20,192,5,0,30,0,1,3
746,-2.132378,53.51829,1,4,19,594,5,0,30,0,1,3
747,-2.132378,53.51829,2,6,28,244,5,0,30,0,1,3
748,-0.145381,51.485647,7,20,14,1,3,3212,30,1,2,3
749,-0.145381,51.485647,1,17,13,799,3,3212,30,0,2,3
750,-0.145381,51.485647,10,3,7,8,3,3212,30,0,2,3
751,-0.145381,51.485647,6,9,8,151,3,3212,30,0,2,3
752,-1.215173,52.932058,11,18,28,342,6,0,30,1,2,6
753,-1.215173,52.932058,12,12,20,533,6,0,30,0,2,6
754,-1.215173,52.932058,12,15,21,379,6,0,30,0,2,6
755,-1.215173,52.932058,12,13,11,381,6,0,30,0,2,6
756,-0.66794,53.566174,7,18,29,232,4,1450,30,1,1,0
757,-0.66794,53.566174,11,19,22,92,4,1450,30,0,1,0
758,-0.66794,53.566174,12,16,7,927,4,1450,30,0,1,0
759,-0.66794,53.566174,6,16,18,396,4,1450,30,0,1,0
760,-0.060683,51.62483,9,19,22,32,3,1010,30,1,1,1
761,-0.060683,51.62483,6,19,8,581,3,1010,30,0,1,1
762,-0.060683,51.62483,3,1,4,742,3,1010,30,0,1,1
763,-0.060683,51.62483,7,17,9,185,3,1010,30,0,1,1
764,-0.076314,51.613937,12,12,16,32,3,406,50,1,1,3
765,-0.076314,51.613937,11,7,6,146,3,406,50,0,1,3
766,-0.076314,51.613937,6,22,10,850,3,406,50,0,1,3
767,-0.076314,51.613937,7,21,18,738,3,406,50,0,1,3
768,-0.505904,51.102042,3,10,17,517,3,281,50,1,1,0
769,-0.505904,51.102042,8,21,2,244,3,281,50,0,1,0
770,-0.505904,51.102042,2,18,17,652,3,281,50,0,1,0
771,-0.505904,51.102042,1,21,11,75,3,281,50,0,1,0
772,-3.059031,53.403584,5,17,15,95,3,5088,30,1,1,0
773,-3.059031,53.403584,8,4,27,934,3,5088,30,0,1,0
774,-3.059031,53.403584,5,9,2,387,3,5088,30,0,1,0
775,-3.059031,53.403584,1,20,1,820,3,5088,30,0,1,0
776,-1.167103,52.979357,3,19,20,346,6,0,30,1,1,6
777,-1.167103,52.979357,9,13,28,453,6,0,30,0,1,6
778,-1.167103,52.979357,1,19,4,487,6,0,30,0,1,6
779,-1.167103,52.979357,8,7,6,898,6,0,30,0,1,6
780,-4.164281,55.846711,5,17,23,926,6,0,30,1,1,0
781,-4.164281,55.846711,2,10,8,571,6,0,30,0,1,0
782,-4.164281,55.846711,9,0,16,683,6,0,30,0,1,0
783,-4.164281,55.846711,10,7,26,610,6,0,30,0,1,0
784,-1.212619,52.954721,10,15,14,346,3,609,30,1,1,0
785,-1.212619,52.954721,1,22,13,590,3,609,30,0,1,0
786,-1.212619,52.954721,6,7,18,55,3,609,30,0,1,0
787,-1.212619,52.954721,9,11,21,888,3,609,30,0,1,0
788,-0.506312,51.234643,1,16,29,511,3,25,60,1,3,3
789,-0.506312,51.234643,2,1,22,411,3,25,60,0,3,3
790,-0.506312,51.234643,9,7,9,731,3,25,60,0,3,3
791,-0.506312,51.234643,10,22,26,643,3,25,60,0,3,3
792,-0.468527,50.818289,8,11,26,558,3,259,40,1,1,1
793,-0.468527,50.818289,8,21,24,138,3,259,40,0,1,1
794,-0.468527,50.818289,7,3,13,389,3,259,40,0,1,1
795,-0.468527,50.818289,8,17,10,533,3,259,40,0,1,1
796,-0.032986,51.406388,7,12,31,19,3,222,30,1,1,3
797,-0.032986,51.406388,2,11,3,534,3,222,30,0,1,3
798,-0.032986,51.406388,10,1,27,640,3,222,30,0,1,3
799,-0.032986,51.406388,5,6,17,831,3,222,30,0,1,3
800,1.310501,51.336001,1,12,17,541,6,1831,30,1,1,6
801,1.310501,51.336001,7,22,18,430,6,1831,30,0,1,6
802,1.310501,51.336001,10,7,3,110,6,1831,30,0,1,6
803,1.310501,51.336001,4,7,18,702,6,1831,30,0,1,6
804,-3.372334,50.669169,4,15,18,580,4,3180,60,1,1,6
805,-3.372334,50.669169,6,6,27,603,4,3180,60,0,1,6
806,-3.372334,50.669169,6,18,13,525,4,3180,60,0,1,6
807,-3.372334,50.669169,4,17,24,699,4,3180,60,0,1,6
808,-2.113064,57.095811,5,18,13,910,3,90,70,1,1,0
809,-2.113064,57.095811,9,17,20,554,3,90,70,0,1,0
810,-2.113064,57.095811,7,21,15,429,3,90,70,0,1,0
811,-2.113064,57.095811,5,19,5,1,3,90,70,0,1,0
812,0.021373,51.530372,1,17,17,17,3,112,30,1,1,3
813,0.021373,51.530372,5,1,11,526,3,112,30,0,1,3
814,0.021373,51.530372,9,8,14,415,3,112,30,0,1,3
815,0.021373,51.530372,8,18,19,913,3,112,30,0,1,3
816,-2.022299,52.693827,4,12,17,250,5,130,30,1,1,8
817,-2.022299,52.693827,12,12,17,137,5,130,30,0,1,8
818,-2.022299,52.693827,11,14,27,415,5,130,30,0,1,8
819,-2.022299,52.693827,6,18,6,323,5,130,30,0,1,8
820,-2.048028,52.545102,8,10,27,305,3,4037,30,1,1,0
821,-2.048028,52.545102,4,16,27,693,3,4037,30,0,1,0
822,-2.048028,52.545102,7,23,13,414,3,4037,30,0,1,0
823,-2.048028,52.545102,1,15,15,637,3,4037,30,0,1,0
824,-0.214824,51.10019,7,1,25,560,3,2220,40,1,2,1
825,-0.214824,51.10019,5,13,23,867,3,2220,40,0,2,1
826,-0.214824,51.10019,6,4,23,847,3,2220,40,0,2,1
827,-0.214824,51.10019,12,1,9,675,3,2220,40,0,2,1
828,-2.917346,53.410204,3,23,24,91,3,5080,30,1,1,5
829,-2.917346,53.410204,8,8,6,718,3,5080,30,0,1,5
830,-2.917346,53.410204,1,8,6,726,3,5080,30,0,1,5
831,-2.917346,53.410204,10,10,10,364,3,5080,30,0,1,5
832,-2.646003,50.953297,1,21,24,610,3,37,30,1,1,0
833,-2.646003,50.953297,1,19,4,43,3,37,30,0,1,0
834,-2.646003,50.953297,9,12,23,895,3,37,30,0,1,0
835,-2.646003,50.953297,2,0,8,499,3,37,30,0,1,0
836,-4.64717,55.607192,5,20,14,931,3,71,60,1,1,1
837,-4.64717,55.607192,12,6,5,610,3,71,60,0,1,1
838,-4.64717,55.607192,3,6,12,679,3,71,60,0,1,1
839,-4.64717,55.607192,7,0,27,492,3,71,60,0,1,1
